d4:ee:07:04:80:88:-57,d4:ee:07:04:7f:4a:-53,1
d4:ee:07:04:80:88:-55,d4:ee:07:04:7f:4a:-56,1
d4:ee:07:04:80:88:-55,d4:ee:07:04:7f:4a:-56,1
d4:ee:07:04:80:88:-55,d4:ee:07:04:7f:4a:-63,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-48,1
d4:ee:07:04:80:88:-68,d4:ee:07:04:7f:4a:-51,1
d4:ee:07:04:80:88:-70,d4:ee:07:04:7f:4a:-57,1
d4:ee:07:04:80:88:-79,d4:ee:07:04:7f:4a:-74,1
d4:ee:07:04:80:88:-88,d4:ee:07:04:7f:4a:-85,1
d4:ee:07:04:80:88:-63,d4:ee:07:04:7f:4a:-71,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-71,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-71,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-69,1
d4:ee:07:04:80:88:-63,d4:ee:07:04:7f:4a:-52,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-56,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-56,1
d4:ee:07:04:80:88:-61,d4:ee:07:04:7f:4a:-65,1
d4:ee:07:04:80:88:-40,d4:ee:07:04:7f:4a:-46,1
d4:ee:07:04:80:88:-39,d4:ee:07:04:7f:4a:-48,1
d4:ee:07:04:80:88:-39,d4:ee:07:04:7f:4a:-48,1
d4:ee:07:04:80:88:-39,d4:ee:07:04:7f:4a:-53,1
d4:ee:07:04:80:88:-35,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-40,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-44,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-62,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-77,1
d4:ee:07:04:80:88:-58,d4:ee:07:04:7f:4a:-65,1
d4:ee:07:04:80:88:-64,d4:ee:07:04:7f:4a:-68,1
d4:ee:07:04:80:88:-64,d4:ee:07:04:7f:4a:-68,1
d4:ee:07:04:80:88:-75,d4:ee:07:04:7f:4a:-76,1
d4:ee:07:04:80:88:-52,d4:ee:07:04:7f:4a:-66,1
d4:ee:07:04:80:88:-52,d4:ee:07:04:7f:4a:-66,1
d4:ee:07:04:80:88:-52,d4:ee:07:04:7f:4a:-66,1
d4:ee:07:04:80:88:-52,d4:ee:07:04:7f:4a:-66,1
d4:ee:07:04:80:88:-65,d4:ee:07:04:7f:4a:-62,1
d4:ee:07:04:80:88:-65,d4:ee:07:04:7f:4a:-62,1
d4:ee:07:04:80:88:-65,d4:ee:07:04:7f:4a:-62,1
d4:ee:07:04:80:88:-63,d4:ee:07:04:7f:4a:-62,1
d4:ee:07:04:80:88:-53,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-53,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-53,d4:ee:07:04:7f:4a:-49,1
d4:ee:07:04:80:88:-53,d4:ee:07:04:7f:4a:-50,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-72,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-72,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-72,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-73,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-64,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-64,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-64,1
d4:ee:07:04:80:88:-66,d4:ee:07:04:7f:4a:-64,1
